ID_key,country,level,level_id,level_name,country_id,district_coop_id,community_id,district_coop_desc,comm_desc,society_desc,colcen_desc,full_name,colcen_id,mobile_num,farm_units,name,national_id
1_2_3_2194,1_2,3,2194,SUPANSO/2194,2,27,2194,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_7243,1_2,3,7243,SURESO NKWANTA/7243,2,27,7243,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_2231,1_2,3,2231,TENA-ADJEI/2231,2,27,2231,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_2575,1_2,3,2575,TENAGYEI/2575,2,27,2575,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_2293,1_2,3,2293,WASA DUNKWA B/2293,2,27,2293,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_3233,1_2,3,3233,WASSA DUNKWA A/3233,2,27,3233,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_2297,1_2,3,2297,WASSA DUNKWA B/2297,2,27,2297,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_3234,1_2,3,3234,WASSA DUNKWA B/3234,2,27,3234,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_2298,1_2,3,2298,WASSA DUNKWA C/2298,2,27,2298,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_3539,1_2,3,3539,WASSA DUNKWA D/3539,2,27,3539,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_7828,1_2,3,7828,WASSA DUNKWA TANOAGYA/7828,2,27,7828,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_2576,1_2,3,2576,WASSA DUNKWA/2576,2,27,2576,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_2346,1_2,3,2346,YIRASE A/2346,2,27,2346,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_3374,1_2,3,3374,YIRASE B/3374,2,27,3374,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_3376,1_2,3,3376,YIREHO/3376,2,27,3376,1_2_27,1_2_3,1_2_27,,,,,,,
1_2_3_8468,1_2,3,8468,ABAKOASE/8468,2,67,8468,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_8827,1_2,3,8827,ABESEWA/8827,2,30,8827,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_12,1_2,3,12,ABESIM/12,2,30,12,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_18,1_2,3,18,ABISIM-YEBOAH/18,2,65,18,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_51,1_2,3,51,ABOKOTWE/51,2,50,51,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_6568,1_2,3,6568,ABOMOSU/6568,2,67,6568,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_6505,1_2,3,6505,ABONGO TT/6505,2,29,6505,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_54,1_2,3,54,ABONGOKROM T/T/54,2,29,54,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_2515,1_2,3,2515,ABUOM A/2515,2,29,2515,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_82,1_2,3,82,ABUOM A/82,2,29,82,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_83,1_2,3,83,"ABUOM 'A'/83",2,29,83,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_3587,1_2,3,3587,ABUOM/3587,2,29,3587,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_8470,1_2,3,8470,ACCRA VILLAGE/8470,2,65,8470,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_95,1_2,3,95,ACHIANO  A/95,2,57,95,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6130,1_2,3,6130,ACHIANO/6130,2,57,6130,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6570,1_2,3,6570,ACHIANSA/6570,2,66,6570,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_99,1_2,3,99,ACHIASE A/99,2,24,99,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_101,1_2,3,101,ACHIASE B/101,2,24,101,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_104,1_2,3,104,ACHIASE B/104,2,24,104,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_107,1_2,3,107,ACHIASE DOTIEM/107,2,73,107,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_112,1_2,3,112,ADA/112,2,50,112,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_125,1_2,3,125,ADARKWA/125,2,65,125,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6506,1_2,3,6506,ADASAWASE/6506,2,65,6506,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_139,1_2,3,139,ADDONKWANTA/139,2,66,139,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_158,1_2,3,158,ADJEIKROM/158,2,29,158,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_162,1_2,3,162,ADJOBUE/162,2,24,162,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6571,1_2,3,6571,ADJORBUE/6571,2,24,6571,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_8879,1_2,3,8879,ADUASA B/8879,2,24,8879,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_168,1_2,3,168,ADUASA/168,2,24,168,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_8420,1_2,3,8420,ADUGYAMA/8420,2,73,8420,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_173,1_2,3,173,ADUKROM/173,2,65,173,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_175,1_2,3,175,ADUMASAA/175,2,65,175,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_182,1_2,3,182,ADWUMAKASE/182,2,29,182,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_7372,1_2,3,7372,AFEREWAAH /7372,2,50,7372,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_214,1_2,3,214,AFRANSE/214,2,24,214,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6509,1_2,3,6509,AGYA AYE/6509,2,50,6509,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_232,1_2,3,232,AGYA AYEH/232,2,50,232,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_8960,1_2,3,8960,AHANTAH /8960,2,50,8960,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_8964,1_2,3,8964,AHANTAH /8964,2,50,8964,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_261,1_2,3,261,AKANTENG/261,2,50,261,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_263,1_2,3,263,AKIM HEMANG/263,2,65,263,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_264,1_2,3,264,AKIM SWEDRU/264,2,24,264,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_271,1_2,3,271,AKOOKO/271,2,65,271,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_272,1_2,3,272,AKOOSO/272,2,65,272,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_275,1_2,3,275,AKOTE TRIO/275,2,65,275,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_289,1_2,3,289,AKROSO/289,2,24,289,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6512,1_2,3,6512,AKUKUSO/6512,2,67,6512,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_6576,1_2,3,6576,AKUKUSO/6576,2,67,6576,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_293,1_2,3,293,AKURAKESE/293,2,50,293,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_294,1_2,3,294,AKURAKESE/294,2,50,294,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_297,1_2,3,297,AKUTUASE/297,2,67,297,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_3480,1_2,3,3480,AKWADUM/3480,2,50,3480,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_299,1_2,3,299,AKWASIADU/299,2,50,299,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_300,1_2,3,300,AKWATIAKROM/300,2,73,300,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_8037,1_2,3,8037,AKYIAAKROM/8037,2,30,8037,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_313,1_2,3,313,ALAVANYO/313,2,29,313,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_3425,1_2,3,3425,AMANFROM/3425,2,50,3425,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_3269,1_2,3,3269,AMANHYIA C/3269,2,65,3269,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_328,1_2,3,328,AMANHYIA/328,2,65,328,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_335,1_2,3,335,AMANKWAKROM/335,2,29,335,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_336,1_2,3,336,AMANKWAKROM/336,2,29,336,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_339,1_2,3,339,AMANTRA/339,2,50,339,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_340,1_2,3,340,AMEKUKROM/340,2,29,340,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_360,1_2,3,360,AMOANI B/360,2,57,360,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6171,1_2,3,6171,AMOANI B/6171,2,57,6171,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_3218,1_2,3,3218,AMOWIE/3218,2,50,3218,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_6184,1_2,3,6184,AMUNI/6184,2,24,6184,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_444,1_2,3,444,ANGO/444,2,73,444,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_385,1_2,3,385,ANHUNTAM/385,2,57,385,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_389,1_2,3,389,ANHWIEFITAMU/389,2,57,389,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_3042,1_2,3,3042,ANIAPE/3042,2,29,3042,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_8689,1_2,3,8689,ANIAPE/8689,2,29,8689,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_7060,1_2,3,7060,ANOKYEKROM/7060,2,29,7060,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_412,1_2,3,412,ANUM/412,2,29,412,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_3382,1_2,3,3382,ANYINAM KOTOKU/3382,2,24,3382,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_454,1_2,3,454,ANYINAM/454,2,67,454,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_465,1_2,3,465,APEDWA A/465,2,65,465,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_466,1_2,3,466,APEDWA C/466,2,66,466,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_467,1_2,3,467,APEDWA DANSOMAN/467,2,66,467,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_464,1_2,3,464,APEDWA/464,2,65,464,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_8038,1_2,3,8038,APENAMADI/8038,2,30,8038,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_8039,1_2,3,8039,APESIKA/8039,2,30,8039,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_475,1_2,3,475,APOLI NINGO 2/475,2,24,475,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_476,1_2,3,476,APOLI NINGO 3/476,2,24,476,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_477,1_2,3,477,APOLI TOWN/477,2,24,477,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6645,1_2,3,6645,APONAPONOSO/6645,2,73,6645,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_480,1_2,3,480,APONOPONOSO/480,2,73,480,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_485,1_2,3,485,APREKU/485,2,24,485,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_2557,1_2,3,2557,ASAMAN/2557,2,50,2557,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_6206,1_2,3,6206,ASASETRE/6206,2,24,6206,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_535,1_2,3,535,ASEMPANAYE I/535,2,57,535,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6881,1_2,3,6881,ASEMPANAYE/6881,2,57,6881,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_538,1_2,3,538,ASENE/538,2,24,538,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6515,1_2,3,6515,ASIAKWA/6515,2,65,6515,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6580,1_2,3,6580,ASIAKWA/6580,2,30,6580,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_549,1_2,3,549,ASIEDU/549,2,65,549,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_552,1_2,3,552,ASIKASU/552,2,65,552,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6517,1_2,3,6517,ASOKORE/6517,2,65,6517,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6582,1_2,3,6582,ASOKORE/6582,2,29,6582,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_6213,1_2,3,6213,ASSIN BREKU/6213,2,57,6213,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6584,1_2,3,6584,ASUBOA/6584,2,24,6584,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_567,1_2,3,567,ASUBOAH/567,2,24,567,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_569,1_2,3,569,ASUKESE/569,2,30,569,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_3477,1_2,3,3477,ASUNAFO A/3477,2,67,3477,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_573,1_2,3,573,ASUOFORI/573,2,50,573,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_583,1_2,3,583,ASUOKOR/583,2,65,583,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6583,1_2,3,6583,ASUOSO/6583,2,24,6583,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_7889,1_2,3,7889,ATENTAN B/7889,2,57,7889,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_7511,1_2,3,7511,ATENTAN/7511,2,57,7511,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_602,1_2,3,602,ATIEBU/602,2,66,602,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_617,1_2,3,617,ATOBRISO/617,2,50,617,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_5863,1_2,3,5863,ATONSU/5863,2,30,5863,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_618,1_2,3,618,ATONSU/618,2,30,618,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_7313,1_2,3,7313,ATONSU/7313,2,30,7313,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_6518,1_2,3,6518,AWENARE/6518,2,65,6518,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_652,1_2,3,652,AWISA/652,2,24,652,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_656,1_2,3,656,AWORABO A/656,2,57,656,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6232,1_2,3,6232,AWORABO B/6232,2,57,6232,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6233,1_2,3,6233,AWORABO B/6233,2,57,6233,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_655,1_2,3,655,AWORABO B/655,2,57,655,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_2372,1_2,3,2372,AWORABO/2372,2,57,2372,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6235,1_2,3,6235,AWOSOASE/6235,2,67,6235,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_6236,1_2,3,6236,AWOSOASE/6236,2,67,6236,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_6520,1_2,3,6520,AWURONSUA/6520,2,65,6520,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6585,1_2,3,6585,AWURONSUA/6585,2,66,6585,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_6521,1_2,3,6521,AYAFERE/6521,2,50,6521,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_687,1_2,3,687,AYISAA/687,2,65,687,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_8787,1_2,3,8787,AYISIKROM/8787,2,66,8787,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_3077,1_2,3,3077,BADUKROM/3077,2,24,3077,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_3428,1_2,3,3428,BADUKROM/3428,2,24,3428,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_3079,1_2,3,3079,BANKYEASE/3079,2,29,3079,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_6526,1_2,3,6526,BANSO/6526,2,66,6526,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_3429,1_2,3,3429,BANTAMA/3429,2,50,3429,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_6245,1_2,3,6245,BARNIEKROM/6245,2,29,6245,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_765,1_2,3,765,BETENASUA/765,2,29,765,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_772,1_2,3,772,BETIAKO/772,2,30,772,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_773,1_2,3,773,BETIAKO/773,2,30,773,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_775,1_2,3,775,BETINKO/775,2,30,775,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_776,1_2,3,776,BETINKO/776,2,73,776,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_785,1_2,3,785,BIEMSO 1/785,2,73,785,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_6528,1_2,3,6528,BIEMSO/6528,2,73,6528,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_809,1_2,3,809,BOBIEKROM/809,2,29,809,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_870,1_2,3,870,BOHOMODEN/870,2,29,870,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_6589,1_2,3,6589,BOKOR/6589,2,24,6589,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_853,1_2,3,853,BONKRO/853,2,73,853,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_855,1_2,3,855,BONKWAASO/855,2,73,855,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_857,1_2,3,857,BONSIE/857,2,30,857,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_862,1_2,3,862,BORKOR/862,2,24,862,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_869,1_2,3,869,BOSUSO/869,2,65,869,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6591,1_2,3,6591,BREKU A/6591,2,24,6591,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_894,1_2,3,894,BREKU B/894,2,24,894,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_892,1_2,3,892,BREKU/892,2,24,892,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_893,1_2,3,893,BREKU/893,2,57,893,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_898,1_2,3,898,BREMANG/898,2,57,898,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_8692,1_2,3,8692,CAMP NO. 1/ DUROWAAKROM C/8692,2,29,8692,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_6592,1_2,3,6592,DABO SHED/6592,2,29,6592,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_954,1_2,3,954,DADEMANTSE/954,2,65,954,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_964,1_2,3,964,DANKRO/964,2,57,964,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_3400,1_2,3,3400,DANKWAKROM/3400,2,29,3400,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_965,1_2,3,965,DANSAME  A/965,2,57,965,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_966,1_2,3,966,DANSAME  B/966,2,57,966,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_967,1_2,3,967,DANSAME  C/967,2,57,967,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6280,1_2,3,6280,DANSAME A/6280,2,57,6280,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6285,1_2,3,6285,DANSAME B/6285,2,57,6285,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6286,1_2,3,6286,DANSAME B/6286,2,57,6286,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_972,1_2,3,972,DANYAME/972,2,30,972,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_997,1_2,3,997,DENSUSO/997,2,65,997,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_999,1_2,3,999,DENYASE/999,2,29,999,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_1001,1_2,3,1001,DESEREAGYA/1001,2,73,1001,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_1007,1_2,3,1007,DIETWA/1007,2,29,1007,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_1015,1_2,3,1015,DODOWA/1015,2,29,1015,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_1023,1_2,3,1023,DOME/1023,2,66,1023,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_1033,1_2,3,1033,DOMEABRA/1033,2,73,1033,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_6594,1_2,3,6594,DORUWAAKROM B/6594,2,29,6594,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_6595,1_2,3,6595,DOTIEM/6595,2,73,6595,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_6531,1_2,3,6531,DUROWAAKROM A/6531,2,29,6531,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_6532,1_2,3,6532,DUROWAAKROM B/6532,2,29,6532,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_6596,1_2,3,6596,DUROWAAKROM C/6596,2,29,6596,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_6301,1_2,3,6301,DUROWAAKROM/6301,2,29,6301,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_1081,1_2,3,1081,DUROWAKROM B/1081,2,29,1081,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_6419,1_2,3,6419,DWENAKYI B/6419,2,57,6419,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_1084,1_2,3,1084,DWENAKYI/1084,2,57,1084,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_1094,1_2,3,1094,EJISU/1094,2,29,1094,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_8482,1_2,3,8482,EKAWSO/8482,2,67,8482,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_1095,1_2,3,1095,EKORSO/1095,2,67,1095,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_6533,1_2,3,6533,EKOSO/6533,2,50,6533,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_1113,1_2,3,1113,ESAASE/NII FIO/1113,2,65,1113,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_3422,1_2,3,3422,ESASO/3422,2,50,3422,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_1205,1_2,3,1205,GYAHA 2/1205,2,24,1205,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_6597,1_2,3,6597,GYAHA/6597,2,24,6597,1_2_24,1_2_3,1_2_24,,,,,,,
1_2_3_1250,1_2,3,1250,HIAMANKWA/1250,2,30,1250,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_1259,1_2,3,1259,HWIBAA/1259,2,30,1259,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_8043,1_2,3,8043,JACHIE/8043,2,30,8043,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_6535,1_2,3,6535,JUASO/6535,2,65,6535,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_6536,1_2,3,6536,KADEWASO/6536,2,66,6536,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_6600,1_2,3,6600,KADEWASO/6600,2,66,6600,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_1318,1_2,3,1318,KATAPEI A/1318,2,30,1318,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_1321,1_2,3,1321,KBK B/1321,2,29,1321,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_6537,1_2,3,6537,KIBI/6537,2,66,6537,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_6601,1_2,3,6601,KIBI/6601,2,66,6601,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_1350,1_2,3,1350,KOFIBENKROM/1350,2,29,1350,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_8954,1_2,3,8954,KOJO ANYAN/8954,2,50,8954,1_2_50,1_2_3,1_2_50,,,,,,,
1_2_3_1377,1_2,3,1377,KOTEINKWANTA/1377,2,30,1377,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_1401,1_2,3,1401,KROBOM/1401,2,65,1401,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_1408,1_2,3,1408,KROFOFROM  B/1408,2,57,1408,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_1407,1_2,3,1407,KROFOFROM A/1407,2,57,1407,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6372,1_2,3,6372,KROFOFROM A/6372,2,57,6372,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6374,1_2,3,6374,KROFOFROM B/6374,2,57,6374,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6603,1_2,3,6603,KUANO A/6603,2,66,6603,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_8788,1_2,3,8788,KUKUA/8788,2,65,8788,1_2_65,1_2_3,1_2_65,,,,,,,
1_2_3_1429,1_2,3,1429,KUNSU CAMP/1429,2,73,1429,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_1428,1_2,3,1428,KUNSU/1428,2,73,1428,1_2_73,1_2_3,1_2_73,,,,,,,
1_2_3_6379,1_2,3,6379,KUSHEA B/6379,2,57,6379,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_1442,1_2,3,1442,KWABENG A/1442,2,29,1442,1_2_29,1_2_3,1_2_29,,,,,,,
1_2_3_3316,1_2,3,3316,KWABENG/3316,2,67,3316,1_2_67,1_2_3,1_2_67,,,,,,,
1_2_3_3476,1_2,3,3476,KWAHU NSABA/3476,2,66,3476,1_2_66,1_2_3,1_2_66,,,,,,,
1_2_3_6678,1_2,3,6678,KWAKU BOAHKROM/6678,2,30,6678,1_2_30,1_2_3,1_2_30,,,,,,,
1_2_3_7490,1_2,3,7490,KWAKUADU/7490,2,57,7490,1_2_57,1_2_3,1_2_57,,,,,,,
1_2_3_6540,1_2,3,6540,KWAME KYERE/6540,2,66,6540,1_2_66,1_2_3,1_2_66,,,,,,,
